mission_id,data,local,inicio,fim,timestamp,lat,lon,ph,oxigenio_dissolvido,temperatura,turbidez,salinidade,mono_p,multi_p,camera_r,camera_v
OP-20260511,2026-05-11,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-11 08:18:33,-22.931440,-43.111103,7.44,5.80,23.1,14.0,28.5,26,,,OK
OP-20260511,2026-05-11,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-11 08:20:40,-22.931428,-43.111448,7.45,5.69,25.3,13.2,27.2,33,,OK,OK
OP-20260511,2026-05-11,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-11 08:22:47,-22.931418,-43.111793,7.48,5.79,23.2,14.6,28.1,35,4.0,OK,OK
OP-20260511,2026-05-11,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-11 08:24:54,-22.931411,-43.112138,7.34,6.03,23.1,12.9,28.1,31,1.5,OK,OK
OP-20260511,2026-05-11,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-11 08:26:01,-22.931405,-43.112483,6.93,6.38,25.0,9.8,28.4,36,3.2,,OK
OP-20260511,2026-05-11,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-11 08:28:08,-22.931401,-43.112828,6.94,5.90,24.0,9.4,27.8,27,3.7,,OK
OP-20260511,2026-05-11,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-11 08:30:15,-22.931400,-43.113172,7.07,6.12,24.1,14.6,27.9,29,1.6,,OK
OP-20260511,2026-05-11,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-11 08:32:22,-22.931401,-43.113517,7.13,6.54,24.4,13.3,27.4,33,2.8,OK,OK
OP-20260511,2026-05-11,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-11 08:34:29,-22.931404,-43.113862,7.48,5.56,23.7,10.5,27.5,27,,,OK
OP-20260511,2026-05-11,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-11 08:36:36,-22.931408,-43.114207,7.39,6.03,23.3,10.3,28.2,30,,,OK
OP-20260511,2026-05-11,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-11 08:38:43,-22.931415,-43.114552,6.91,6.79,24.9,8.6,28.8,36,1.4,,OK
OP-20260511,2026-05-11,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-11 09:40:50,-22.931424,-43.114897,7.20,5.67,24.4,8.1,29.3,32,4.7,OK,OK
OP-20260511,2026-05-11,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-11 09:42:57,-22.931435,-43.115241,7.08,5.74,23.3,8.2,28.9,34,,,OK
OP-20260511,2026-05-11,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-11 09:44:04,-22.931448,-43.115586,7.35,6.58,25.3,9.2,29.0,34,2.3,,OK
OP-20260511,2026-05-11,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-11 09:46:11,-22.931462,-43.115931,7.48,5.85,23.9,11.9,27.9,34,,,OK
OP-20260511,2026-05-11,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-11 09:48:18,-22.931478,-43.116276,7.30,6.28,25.0,12.9,29.3,35,,,OK
OP-20260511,2026-05-11,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-11 09:50:25,-22.931495,-43.116621,7.01,5.82,24.5,8.6,28.7,28,,OK,OK
OP-20260511,2026-05-11,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-11 09:52:32,-22.931513,-43.116966,6.96,5.46,24.1,9.3,28.8,26,4.4,OK,OK
OP-20260511,2026-05-11,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-11 09:54:39,-22.931532,-43.117310,7.20,5.80,24.7,11.6,28.1,29,,OK,OK
OP-20260511,2026-05-11,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-11 09:56:46,-22.931551,-43.117655,7.48,6.67,23.4,10.1,28.1,32,,,OK
OP-20260511,2026-05-11,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-11 09:58:53,-22.931572,-43.118000,6.96,5.85,24.2,14.8,29.3,35,4.8,OK,OK
OP-20260511,2026-05-11,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-11 09:00:00,-22.933200,-43.118000,7.47,5.48,24.7,12.3,27.7,32,2.9,OK,OK
OP-20260511,2026-05-11,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-11 09:02:07,-22.933179,-43.117655,7.11,5.88,25.2,8.2,27.5,33,,,OK
OP-20260511,2026-05-11,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-11 09:04:14,-22.933159,-43.117310,7.36,5.92,24.5,10.9,28.3,32,,,OK
OP-20260511,2026-05-11,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-11 09:06:21,-22.933139,-43.116966,7.03,6.65,24.4,8.8,29.2,29,,,OK
OP-20260511,2026-05-11,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-11 09:08:28,-22.933120,-43.116621,7.08,6.08,24.4,9.6,28.4,27,3.4,,OK
OP-20260511,2026-05-11,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-11 09:10:35,-22.933101,-43.116276,7.19,5.50,24.1,14.0,28.4,33,1.5,OK,OK
OP-20260511,2026-05-11,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-11 09:12:42,-22.933084,-43.115931,7.41,5.54,25.1,10.7,27.4,36,4.1,,OK
OP-20260511,2026-05-11,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-11 09:14:49,-22.933068,-43.115586,7.44,5.48,23.6,10.6,27.0,32,,,OK
OP-20260511,2026-05-11,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-11 09:16:56,-22.933053,-43.115241,7.40,6.00,25.2,12.3,29.2,32,4.5,,OK
OP-20260511,2026-05-11,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-11 09:18:03,-22.933040,-43.114897,7.42,5.88,24.9,12.8,29.1,27,,OK,OK
OP-20260511,2026-05-11,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-11 09:20:10,-22.933028,-43.114552,7.56,6.41,23.1,12.2,27.2,31,1.5,OK,OK
OP-20260511,2026-05-11,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-11 09:22:17,-22.933018,-43.114207,7.37,5.76,23.5,11.1,29.1,32,,,OK
OP-20260511,2026-05-11,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-11 09:24:24,-22.933011,-43.113862,6.98,6.52,23.5,11.9,27.7,33,,,OK
OP-20260511,2026-05-11,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-11 09:26:31,-22.933005,-43.113517,7.51,6.15,24.7,13.7,29.4,26,,,OK
OP-20260511,2026-05-11,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-11 09:28:38,-22.933001,-43.113172,7.25,6.62,25.0,8.2,27.5,34,2.6,,OK
OP-20260511,2026-05-11,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-11 10:30:45,-22.933000,-43.112828,7.01,6.58,24.0,14.1,28.5,27,,,OK
OP-20260511,2026-05-11,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-11 10:32:52,-22.933001,-43.112483,7.53,6.22,23.1,9.2,27.9,31,2.6,,OK
OP-20260511,2026-05-11,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-11 10:34:59,-22.933004,-43.112138,6.90,6.21,23.8,8.1,28.1,36,,,OK
OP-20260511,2026-05-11,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-11 10:36:06,-22.933008,-43.111793,7.37,5.78,23.7,11.5,27.7,32,4.8,OK,OK
OP-20260511,2026-05-11,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-11 10:38:13,-22.933015,-43.111448,6.92,6.18,24.9,14.1,28.9,32,2.5,,OK
OP-20260511,2026-05-11,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-11 10:40:20,-22.933024,-43.111103,7.46,6.62,25.3,12.8,27.8,34,3.0,OK,OK
OP-20260511,2026-05-11,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-11 10:42:27,-22.933035,-43.110759,7.15,6.17,24.0,8.4,27.8,29,2.9,,OK
OP-20260511,2026-05-11,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-11 10:44:34,-22.933048,-43.110414,7.07,5.73,23.9,8.9,27.0,35,,,OK
OP-20260511,2026-05-11,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-11 10:46:41,-22.933062,-43.110069,7.30,5.82,23.4,8.5,27.8,29,3.2,OK,OK
OP-20260511,2026-05-11,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-11 10:48:48,-22.933078,-43.109724,7.14,6.69,24.5,8.6,27.4,32,2.4,OK,OK
OP-20260511,2026-05-11,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-11 10:50:55,-22.933095,-43.109379,7.20,6.62,23.2,11.4,29.2,29,,,OK
OP-20260511,2026-05-11,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-11 10:52:02,-22.933113,-43.109034,7.02,5.78,24.8,9.5,28.0,28,4.5,OK,OK
OP-20260511,2026-05-11,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-11 10:54:09,-22.933132,-43.108690,7.04,6.43,25.4,12.2,27.2,34,2.4,,OK
OP-20260511,2026-05-11,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-11 10:56:16,-22.933151,-43.108345,7.03,6.15,25.2,12.5,29.3,28,,OK,OK
OP-20260511,2026-05-11,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-11 10:58:23,-22.933172,-43.108000,7.35,5.97,24.7,10.4,27.1,30,,OK,OK
OP-20260511,2026-05-11,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-11 10:00:30,-22.934800,-43.108000,7.13,6.09,24.5,9.8,28.2,26,3.3,OK,OK
OP-20260511,2026-05-11,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-11 10:02:37,-22.934779,-43.108345,6.94,6.26,24.8,10.3,27.2,28,,OK,OK
OP-20260511,2026-05-11,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-11 10:04:44,-22.934759,-43.108690,6.96,6.54,24.1,11.8,28.5,32,3.4,,OK
OP-20260511,2026-05-11,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-11 10:06:51,-22.934739,-43.109034,7.42,5.76,24.8,13.3,28.9,29,4.9,,OK
OP-20260511,2026-05-11,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-11 10:08:58,-22.934720,-43.109379,7.09,6.13,25.4,8.9,27.0,31,4.1,,OK
OP-20260511,2026-05-11,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-11 10:10:05,-22.934701,-43.109724,7.59,5.72,24.9,8.6,27.1,27,,,OK
OP-20260511,2026-05-11,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-11 10:12:12,-22.934684,-43.110069,7.29,5.65,25.3,10.6,27.4,28,4.7,,OK
OP-20260511,2026-05-11,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-11 10:14:19,-22.934668,-43.110414,6.92,6.49,23.6,14.9,28.2,32,,OK,OK
OP-20260511,2026-05-11,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-11 10:16:26,-22.934653,-43.110759,7.22,5.85,25.3,8.8,28.8,27,2.6,OK,OK
OP-20260511,2026-05-11,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-11 10:18:33,-22.934640,-43.111103,6.94,6.19,24.0,14.4,29.4,32,,,OK
OP-20260511,2026-05-11,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-11 11:20:40,-22.934628,-43.111448,7.08,6.01,23.6,9.4,28.9,32,,OK,OK
OP-20260511,2026-05-11,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-11 11:22:47,-22.934618,-43.111793,7.05,6.20,23.4,14.0,29.2,29,4.3,,OK
OP-20260511,2026-05-11,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-11 11:24:54,-22.934611,-43.112138,7.13,6.08,25.2,9.1,28.7,32,,,OK
OP-20260511,2026-05-11,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-11 11:26:01,-22.934605,-43.112483,7.52,5.69,25.2,10.5,28.9,35,,OK,OK
OP-20260511,2026-05-11,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-11 11:28:08,-22.934601,-43.112828,7.60,5.82,23.1,8.8,29.4,26,1.6,OK,OK
OP-20260511,2026-05-11,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-11 11:30:15,-22.934600,-43.113172,6.97,5.64,24.7,8.6,27.8,35,4.5,OK,OK
OP-20260511,2026-05-11,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-11 11:32:22,-22.934601,-43.113517,6.92,5.73,25.0,12.8,27.1,31,,,OK
OP-20260511,2026-05-11,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-11 11:34:29,-22.934604,-43.113862,6.97,5.43,25.5,10.2,29.2,27,,,OK
OP-20260511,2026-05-11,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-11 11:36:36,-22.934608,-43.114207,7.20,5.65,24.7,9.0,28.8,31,,,OK
OP-20260511,2026-05-11,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-11 11:38:43,-22.934615,-43.114552,7.25,6.69,23.9,9.5,29.4,35,2.1,,OK
OP-20260511,2026-05-11,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-11 11:40:50,-22.934624,-43.114897,7.09,5.50,23.1,11.6,28.0,32,,,OK
OP-20260511,2026-05-11,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-11 11:42:57,-22.934635,-43.115241,7.38,6.31,24.4,11.8,28.7,36,3.9,,OK
OP-20260511,2026-05-11,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-11 11:44:04,-22.934648,-43.115586,7.12,5.99,25.4,10.7,28.0,30,,OK,OK
OP-20260511,2026-05-11,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-11 11:46:11,-22.934662,-43.115931,6.90,6.25,25.3,9.8,28.5,30,,,OK
OP-20260511,2026-05-11,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-11 11:48:18,-22.934678,-43.116276,6.98,6.58,25.0,14.4,27.1,33,,OK,OK
OP-20260511,2026-05-11,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-11 11:50:25,-22.934695,-43.116621,7.28,5.84,25.4,8.0,28.9,35,3.4,OK,OK
OP-20260511,2026-05-11,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-11 11:52:32,-22.934713,-43.116966,7.06,6.28,24.9,10.7,28.8,30,3.5,OK,OK
OP-20260511,2026-05-11,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-11 11:54:39,-22.934732,-43.117310,7.13,6.28,24.4,9.6,28.5,29,2.9,OK,OK
OP-20260511,2026-05-11,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-11 11:56:46,-22.934751,-43.117655,7.27,6.07,23.6,9.0,29.3,31,3.1,OK,OK
OP-20260511,2026-05-11,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-11 11:58:53,-22.934772,-43.118000,7.07,5.64,25.1,11.2,28.6,34,4.5,,OK
